source,state,county,species_or_flock_type,flock_size,hpai_strain,outbreak_date,date_detected,date_collected,date_confirmed,woah_classification,sampling_method,submitting_agency
APHIS - HPAI Detections in Wild Birds,California,San Luis Obispo,Gull (unidentified),,EA H5N1,,2/8/2023,1/31/2023,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,San Luis Obispo,Bufflehead,,EA H5N1,,2/8/2023,1/31/2023,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,New York,Jefferson,Bald eagle,,EA H5,,5/16/2023,5/8/2023,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,Washington,Skagit,Mallard,,EA/AM H5N1,,5/23/2023,12/4/2022,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Pennsylvania,Chester,Red-tailed hawk,,EA H5N1,,5/16/2023,4/6/2023,"",Wild bird,Morbidity/Mortality,PA Game Commission
APHIS - HPAI Detections in Wild Birds,New York,Chautauqua,Mallard,,EA H5N1,,2/22/2023,2/2/2023,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA/AM H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA/AM H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New Jersey,Monmouth,Turkey vulture,,EA/AM H5N1,,5/23/2023,5/12/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,New Jersey,Monmouth,Turkey vulture,,EA/AM H5N1,,5/23/2023,5/12/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,New Jersey,Monmouth,Turkey vulture,,EA/AM H5N1,,5/23/2023,5/12/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,American black duck,,EA H5N1,,12/16/2022,12/6/2022,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Clarke,Northern shoveler,,EA/AM H5N1,,5/23/2023,12/3/2022,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,St. Mary,Brown pelican,,EA H5N1,,5/26/2023,5/19/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Pennsylvania,Centre,Mallard,,EA H5N1,,3/8/2023,2/14/2023,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,Gadwall,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,California,Humboldt,Mallard,,EA H5N1,,12/19/2022,12/3/2022,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA/AM H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Texas,Colorado,American wigeon,,EA H5N1,,1/31/2023,1/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New Jersey,Cumberland,Bald eagle,,EA/AM H5N1,,12/16/2022,12/5/2022,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Clatsop,Mallard,,EA H5 mixed,,1/18/2023,1/7/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Swan (unidentified),,EA/AM H5N1,,2/28/2023,1/17/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Red-tailed hawk,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Red-tailed hawk,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Red-tailed hawk,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Common goldeneye,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Canada goose,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,American crow,,EA H5N1,,3/13/2023,3/3/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Turkey vulture,,EA/AM H5N1,,4/26/2023,4/20/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Bald eagle,,EA H5N1,,4/26/2023,4/17/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Turkey vulture,,EA/AM H5N1,,4/27/2023,4/19/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Turkey vulture,,EA H5N1,,5/11/2023,4/28/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Turkey vulture,,EA/AM H5N1,,5/11/2023,4/2/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Mallard,,EA/AM H5N1,,5/9/2023,10/9/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Gadwall,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Green-winged teal,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Gadwall,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,American wigeon,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,American wigeon,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern shoveler,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Mallard,,EA H5N1,,5/9/2023,10/14/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Cameron,Blue-winged teal,,EA/AM H5N1,,5/23/2023,9/23/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Michigan,Baraga,Canada goose,,EA H5N1,,1/9/2023,1/3/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Cheboygan,Bald eagle,,EA H5,,1/9/2023,1/3/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Huron,Tundra swan,,EA H5,,1/9/2023,1/3/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Hillsdale,Bald eagle,,EA/AM H5N1,,1/12/2023,1/5/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Isabella,Canada goose,,EA H5N1,,1/12/2023,1/5/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Isabella,Canada goose,,EA H5N1,,1/12/2023,1/5/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Isabella,Canada goose,,EA H5N1,,1/23/2023,11/1/2022,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Isabella,Canada goose,,EA/AM H5N1,,1/23/2023,11/1/2022,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Clare,Canada goose,,EA H5N1,,1/31/2023,1/20/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Oakland,Herring gull,,EA H5N1,,1/31/2023,1/20/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Cheboygan,Canada goose,,EA/AM H5N1,,5/22/2023,3/29/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Eaton,Bald eagle,,EA H5,,5/22/2023,3/29/2023,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,South Dakota,Sully,Ferruginous hawk,,EA/AM H5N1,,2/22/2023,2/9/2023,"",Wild bird,Morbidity/Mortality,SD GFP
APHIS - HPAI Detections in Wild Birds,Alabama,Elmore,Black vulture,,EA H5N1,,11/10/2022,11/4/2022,"",Wild bird,Morbidity/Mortality,AL DCNR
APHIS - HPAI Detections in Wild Birds,Alabama,Elmore,Black vulture,,EA H5N1,,11/10/2022,11/4/2022,"",Wild bird,Morbidity/Mortality,AL DCNR
APHIS - HPAI Detections in Wild Birds,South Dakota,Hughes,Great horned owl,,EA/AM H5N1,,2/22/2023,2/5/2023,"",Wild bird,Morbidity/Mortality,SD GFP
APHIS - HPAI Detections in Wild Birds,South Dakota,Hughes,Great horned owl,,EA/AM H5N1,,2/22/2023,2/6/2023,"",Wild bird,Morbidity/Mortality,SD GFP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Goose (unidentified),,EA H5N1,,9/8/2022,8/30/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,9/8/2022,8/30/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Goose (unidentified),,EA/AM H5N1,,9/8/2022,8/30/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Turkey vulture,,EA/AM H5N1,,9/23/2022,9/8/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Canada goose,,EA/AM H5N1,,9/23/2022,9/8/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Canada goose,,EA H5N1,,9/23/2022,9/8/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gull (unidentified),,EA/AM H5N1,,11/21/2022,11/8/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Canada goose,,EA H5N1,,1/13/2023,12/21/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Canada goose,,EA H5N1,,1/13/2023,12/21/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Goose (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Crow (unidentified),,EA/AM H5N1,,1/13/2023,1/6/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Salt Lake,Gull (unidentified),,EA/AM H5N1,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Salt Lake,Gull (unidentified),,EA/AM H5N1,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Salt Lake,Gull (unidentified),,EA H5,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gull (unidentified),,EA H5,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Gull (unidentified),,EA/AM H5N1,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Wanship,Cinnamon teal,,EA H5,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Gull (unidentified),,EA/AM H5N1,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Gull (unidentified),,EA H5,,2/13/2023,9/29/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Turkey vulture,,EA H5N1,,9/23/2022,9/20/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Goose (unidentified),,EA/AM H5N1,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Salt Lake,Goose (unidentified),,EA/AM H5N1,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Goose (unidentified),,EA H5,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Goose (unidentified),,EA H5,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Goose (unidentified),,EA/AM H5N1,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Great horned owl,,EA/AM H5N1,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Great horned owl,,EA/AM H5N1,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Davis,American white pelican,,EA H5,,10/25/2022,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Morgan,Mallard,,EA/AM H5N1,,2/1/2023,10/13/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Eared grebe,,EA/AM H5N1,,12/8/2022,12/1/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Eared grebe,,EA/AM H5N1,,12/8/2022,12/1/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Eared grebe,,EA/AM H5N1,,12/8/2022,12/1/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Cache,Eared grebe,,EA/AM H5N1,,12/8/2022,12/1/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Montana,Cascade,Cooper's hawk,,EA/AM H5N1,,5/26/2023,4/16/2023,"",Wild bird,Morbidity/Mortality,MT FWP
APHIS - HPAI Detections in Wild Birds,New York,Tompkins,American crow,,EA/AM H5N1,,5/26/2023,5/18/2023,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,Florida,Palm Beach,Blue-winged teal,,EA/AM H5N1,,5/26/2023,5/18/2023,"",Wild bird,Morbidity/Mortality,FL FWCC
APHIS - HPAI Detections in Wild Birds,Arkansas,Clark,Bald eagle,,EA H5N1,,5/30/2023,5/16/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Arkansas,Randolph,Bald eagle,,EA H5N1,,5/30/2023,5/16/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Arkansas,Perry,Bald eagle,,EA H5N1,,5/30/2023,5/16/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Arkansas,Woodruff,Bald eagle,,EA/AM H5N1,,5/30/2023,5/16/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Arkansas,Poinsett,Bald eagle,,EA H5N1,,5/30/2023,5/16/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Pennsylvania,Erie,Peregrine falcon,,EA/AM H5N1,,5/30/2023,4/3/2023,"",Wild bird,Morbidity/Mortality,PA Game Commission
APHIS - HPAI Detections in Wild Birds,Pennsylvania,Butler,Turkey vulture,,EA H5N1,,5/30/2023,4/1/2023,"",Wild bird,Morbidity/Mortality,PA Game Commission
APHIS - HPAI Detections in Wild Birds,Virginia,Essex,Gadwall,,EA/AM H5N1,,6/7/2023,1/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Virginia,Essex,Gadwall,,EA/AM H5N1,,6/7/2023,1/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Virginia,Essex,Gadwall,,EA H5N1,,6/7/2023,1/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Virginia,Essex,Gadwall,,EA H5N1,,6/7/2023,1/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/20/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Louisiana,Jefferson Davis,Blue-winged teal,,EA/AM H5N1,,6/1/2023,9/21/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,North Dakota,Dickey,Snow goose,,EA/AM H5N1,,4/28/2023,4/19/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,California,Monterey,Turkey Vulture,,EA H5N1,,6/2/2023,5/24/2023,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Sonoma,Turkey Vulture,,EA/AM H5N1,,6/2/2023,5/23/2023,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/19/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Gadwall,,EA/AM H5N1,,6/7/2023,9/20/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Gadwall,,EA/AM H5N1,,6/7/2023,9/20/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Mallard,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/28/2022,"",Wild bird,Hunter harvest,SCWDS
APHIS - HPAI Detections in Wild Birds,Alaska,Aleutians East,Northern pintail,,EA/AM H5N1,,6/7/2023,9/30/2022,"",Wild bird,Hunter harvest,SCWDS
